RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description
2918,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,7,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2919,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2920,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,9,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2921,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,10,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2922,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,11,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2923,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,12,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2924,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,13,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2925,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,14,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2926,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,15,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2927,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,16,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2928,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,17,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2929,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,18,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2930,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,19,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2931,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,20,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2932,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,21,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2933,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,22,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2934,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,23,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2935,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,24,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2936,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,25,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2937,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,26,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2938,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,27,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2939,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,28,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2940,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,29,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2941,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,30,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2942,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,32,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2943,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,34,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2944,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,36,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2945,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,38,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2946,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,40,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2947,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,42,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2948,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,44,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2949,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,46,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2950,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,48,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2951,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,50,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2952,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,55,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2953,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,60,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2954,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,65,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2955,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,70,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2956,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,75,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2957,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,80,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2958,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,85,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2959,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,90,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2960,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,95,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2961,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,100,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2962,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,150,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2963,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,200,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2964,double pulse,07/06/2010,34000,1650,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2965,double pulse,07/06/2010,34000,1650,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2966,double pulse,07/06/2010,34000,1650,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2967,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2968,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2969,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2970,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2971,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2972,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2973,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2974,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2975,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2976,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2977,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2978,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2979,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2980,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2981,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2982,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2983,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2984,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2985,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2986,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2987,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2988,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2989,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2990,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2991,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2992,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2993,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2994,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,6.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2995,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,6.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2996,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,6.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2997,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,6.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2998,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,7,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
2999,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,7.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3000,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,7.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3001,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,7.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3002,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,7.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3003,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3004,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,8.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3005,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,8.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3006,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,8.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3007,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,8.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3008,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,9,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3009,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,9.2,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3010,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,9.4,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3011,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,9.6,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3012,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,9.8,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3013,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,10,-6.95,3.14,HV on; all cable connect,test with ACU LED on,
3014,double pulse,07/06/2010,34000,1650,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3015,double pulse,07/06/2010,34000,1650,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3016,double pulse,07/06/2010,34000,1650,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.6,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3017,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,0.8,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3018,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3019,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3020,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3021,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.6,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3022,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,1.8,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3023,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3024,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3025,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3026,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.6,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3027,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,2.8,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3028,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3029,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3030,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3031,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.6,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3032,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,3.8,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3033,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3034,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3035,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3036,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.6,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3037,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,4.8,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3038,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3039,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.2,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3040,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.4,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
3041,double pulse,07/06/2010,37000,1860,Adcalib,external + NHit + Esum,50,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.18,2.92,ACU B,5.6,-7.08,3.14,HV on; all cable connect,test with ACU LED on,
