RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description,,,,
5794,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,2.8,-7.25,0,,double pulse separation scan with ACU A and B,
5795,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,3,-7.25,0,,double pulse separation scan with ACU A and B,
5796,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,3.2,-7.25,0,,double pulse separation scan with ACU A and B,
5797,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,3.4,-7.25,0,,double pulse separation scan with ACU A and B,
5798,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,3.6,-7.25,0,,double pulse separation scan with ACU A and B,
5799,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,3.8,-7.25,0,,double pulse separation scan with ACU A and B,
5800,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,4,-7.25,0,,double pulse separation scan with ACU A and B,
5801,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,4.2,-7.25,0,,double pulse separation scan with ACU A and B,
5802,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,4.4,-7.25,0,,double pulse separation scan with ACU A and B,
5803,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,4.6,-7.25,0,,double pulse separation scan with ACU A and B,
5804,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,4.8,-7.25,0,,double pulse separation scan with ACU A and B,
5805,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,5,-7.25,0,,double pulse separation scan with ACU A and B,
5806,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,5.2,-7.25,0,,double pulse separation scan with ACU A and B,
5807,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,5.4,-7.25,0,,double pulse separation scan with ACU A and B,
5808,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,5.6,-7.25,0,,double pulse separation scan with ACU A and B,
5809,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,5.8,-7.25,0,,double pulse separation scan with ACU A and B,
5810,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,6,-7.25,0,,double pulse separation scan with ACU A and B,
5811,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,6.2,-7.25,0,,double pulse separation scan with ACU A and B,
5812,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,6.4,-7.25,0,,double pulse separation scan with ACU A and B,
5813,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,6.6,-7.25,0,,double pulse separation scan with ACU A and B,
5814,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,6.8,-7.25,0,,double pulse separation scan with ACU A and B,
5815,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,7,-7.25,0,,double pulse separation scan with ACU A and B,
5816,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,7.2,-7.25,0,,double pulse separation scan with ACU A and B,
5817,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,7.4,-7.25,0,,double pulse separation scan with ACU A and B,
5818,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,7.6,-7.25,0,,double pulse separation scan with ACU A and B,
5819,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,7.8,-7.25,0,,double pulse separation scan with ACU A and B,
5820,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,8,-7.25,0,,double pulse separation scan with ACU A and B,
5821,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,8.2,-7.25,0,,double pulse separation scan with ACU A and B,
5822,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,8.4,-7.25,0,,double pulse separation scan with ACU A and B,
5823,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,8.6,-7.25,0,,double pulse separation scan with ACU A and B,
5824,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,8.8,-7.25,0,,double pulse separation scan with ACU A and B,
5825,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,9,-7.25,0,,double pulse separation scan with ACU A and B,
5826,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,9.2,-7.25,0,,double pulse separation scan with ACU A and B,
5827,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,9.4,-7.25,0,,double pulse separation scan with ACU A and B,
5828,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,9.6,-7.25,0,,double pulse separation scan with ACU A and B,
5829,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,9.8,-7.25,0,,double pulse separation scan with ACU A and B,
5830,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,10,-7.25,0,,double pulse separation scan with ACU A and B,
5831,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,11,-7.25,0,,double pulse separation scan with ACU A and B,
5832,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,12,-7.25,0,,double pulse separation scan with ACU A and B,
5833,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,13,-7.25,0,,double pulse separation scan with ACU A and B,
5834,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,14,-7.25,0,,double pulse separation scan with ACU A and B,
5835,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,15,-7.25,0,,double pulse separation scan with ACU A and B,
5836,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,16,-7.25,0,,double pulse separation scan with ACU A and B,
5837,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,17,-7.25,0,,double pulse separation scan with ACU A and B,
5838,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,18,-7.25,0,,double pulse separation scan with ACU A and B,
5839,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,19,-7.25,0,,double pulse separation scan with ACU A and B,
5840,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,20,-7.25,0,,double pulse separation scan with ACU A and B,
5841,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,22,-7.25,0,,double pulse separation scan with ACU A and B,
5842,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,24,-7.25,0,,double pulse separation scan with ACU A and B,
5843,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,26,-7.25,0,,double pulse separation scan with ACU A and B,
5844,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,28,-7.25,0,,double pulse separation scan with ACU A and B,
5845,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,30,-7.25,0,,double pulse separation scan with ACU A and B,
5846,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,35,-7.25,0,,double pulse separation scan with ACU A and B,
5847,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,40,-7.25,0,,double pulse separation scan with ACU A and B,
5848,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,40,-7.25,0,,double pulse separation scan with ACU A and B,
5849,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,50,-7.25,0,,double pulse separation scan with ACU A and B,
5850,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,60,-7.25,0,,double pulse separation scan with ACU A and B,
5851,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,70,-7.25,0,,double pulse separation scan with ACU A and B,
5852,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,80,-7.25,0,,double pulse separation scan with ACU A and B,
5853,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,90,-7.25,0,,double pulse separation scan with ACU A and B,
5854,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,100,-7.25,0,,double pulse separation scan with ACU A and B,
5855,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,150,-7.25,0,,double pulse separation scan with ACU A and B,
5856,"double pulse, separation scan, trigger latency error of ACU",9/28/10,,1000,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,~,ACU B,200,-7.25,0,,double pulse separation scan with ACU A and B,
5857,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.7,~,~,~,~,,ACU A LED Z scan,
5858,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.6,~,~,~,~,,ACU A LED Z scan,
5859,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.5,~,~,~,~,,ACU A LED Z scan,
5860,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.4,~,~,~,~,,ACU A LED Z scan,
5861,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.3,~,~,~,~,,ACU A LED Z scan,
5862,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.2,~,~,~,~,,ACU A LED Z scan,
5863,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.1,~,~,~,~,,ACU A LED Z scan,
5864,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2,~,~,~,~,,ACU A LED Z scan,
5865,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.9,~,~,~,~,,ACU A LED Z scan,
5866,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.8,~,~,~,~,,ACU A LED Z scan,
5867,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.7,~,~,~,~,,ACU A LED Z scan,
5868,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.6,~,~,~,~,,ACU A LED Z scan,
5869,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.5,~,~,~,~,,ACU A LED Z scan,
5870,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.4,~,~,~,~,,ACU A LED Z scan,
5871,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.3,~,~,~,~,,ACU A LED Z scan,
5872,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.2,~,~,~,~,,ACU A LED Z scan,
5873,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.1,~,~,~,~,,ACU A LED Z scan,
5874,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1,~,~,~,~,,ACU A LED Z scan,
5875,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.9,~,~,~,~,,ACU A LED Z scan,
5876,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.8,~,~,~,~,,ACU A LED Z scan,
5877,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.7,~,~,~,~,,ACU A LED Z scan,
5878,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.6,~,~,~,~,,ACU A LED Z scan,
5879,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.5,~,~,~,~,,ACU A LED Z scan,
5880,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.4,~,~,~,~,,ACU A LED Z scan,
5881,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.3,~,~,~,~,,ACU A LED Z scan,
5882,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.2,~,~,~,~,,ACU A LED Z scan,
5883,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.1,~,~,~,~,,ACU A LED Z scan,
5884,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0,~,~,~,~,,ACU A LED Z scan,
5885,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.1,~,~,~,~,,ACU A LED Z scan,
5886,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.2,~,~,~,~,,ACU A LED Z scan,
5887,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.3,~,~,~,~,,ACU A LED Z scan,
5888,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.4,~,~,~,~,,ACU A LED Z scan,
5889,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.5,~,~,~,~,,ACU A LED Z scan,
5890,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.6,~,~,~,~,,ACU A LED Z scan,
5891,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.7,~,~,~,~,,ACU A LED Z scan,
5892,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.8,~,~,~,~,,ACU A LED Z scan,
5893,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.9,~,~,~,~,,ACU A LED Z scan,
5894,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-1,~,~,~,~,,ACU A LED Z scan,
5895,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-1.1,~,~,~,~,,ACU A LED Z scan,
5896,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-1.2,~,~,~,~,,ACU A LED Z scan,
5897,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-1.3,~,~,~,~,,ACU A LED Z scan,
5898,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-1.4,~,~,~,~,,ACU A LED Z scan,
5899,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-1.2,~,~,~,~,,ACU A LED Z scan,
5900,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.9,~,~,~,~,,ACU A LED Z scan,
5901,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.6,~,~,~,~,,ACU A LED Z scan,
5902,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,-0.3,~,~,~,~,,ACU A LED Z scan,
5903,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0,~,~,~,~,,ACU A LED Z scan,
5904,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.3,~,~,~,~,,ACU A LED Z scan,
5905,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.6,~,~,~,~,,ACU A LED Z scan,
5906,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,0.9,~,~,~,~,,ACU A LED Z scan,
5907,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.2,~,~,~,~,,ACU A LED Z scan,
5908,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.5,~,~,~,~,,ACU A LED Z scan,
5909,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,1.8,~,~,~,~,,ACU A LED Z scan,
5910,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.1,~,~,~,~,,ACU A LED Z scan,
5911,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.4,~,~,~,~,,ACU A LED Z scan,
5912,ACU A LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU A,-7.35,2.7,~,~,~,~,,ACU A LED Z scan,
5913,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.7,~,~,~,~,,ACU B LED Z scan,
5914,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.6,~,~,~,~,,ACU B LED Z scan,
5915,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.5,~,~,~,~,,ACU B LED Z scan,
5916,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.4,~,~,~,~,,ACU B LED Z scan,
5917,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.3,~,~,~,~,,ACU B LED Z scan,
5918,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.2,~,~,~,~,,ACU B LED Z scan,
5919,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.1,~,~,~,~,,ACU B LED Z scan,
5920,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2,~,~,~,~,,ACU B LED Z scan,
5921,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.9,~,~,~,~,,ACU B LED Z scan,
5922,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.8,~,~,~,~,,ACU B LED Z scan,
5923,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.7,~,~,~,~,,ACU B LED Z scan,
5924,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.6,~,~,~,~,,ACU B LED Z scan,
5925,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.5,~,~,~,~,,ACU B LED Z scan,
5926,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.4,~,~,~,~,,ACU B LED Z scan,
5927,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.3,~,~,~,~,,ACU B LED Z scan,
