RunNumber,DataCategory,Date,TriggerNumbers,TriggerRates/Hz,RunType,TriggerType,LTBthrd:Nhit >,LTBthrd:Esum,LTBthrd:LowEsum,LTBthrd:HighEsum,PeriodFreq/ Hz,FEEthrd,FEEMaxHitPerCh,PMTHV,ACULEDfrequency/Hz,ACULED:NAME,LEDdriveVoltage/V,position/m,2ndLEDName,DoublePulseInterval/us,2ndLEDdriveVoltage/V,position/m,Comments,Description,,,,
5971,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.2,~,~,~,~,,ACU B LED Z scan,
5972,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.5,~,~,~,~,,ACU B LED Z scan,
5973,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,1.8,~,~,~,~,,ACU B LED Z scan,
5974,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.1,~,~,~,~,,ACU B LED Z scan,
5975,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.4,~,~,~,~,,ACU B LED Z scan,
5976,ACU B LED Z scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,ACU B,-7.25,2.7,~,~,~,~,,ACU B LED Z scan,
5977,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.3,~,~,~,~,~,,MO B light intensity scan,
5978,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.35,~,~,~,~,~,,MO B light intensity scan,
5979,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.4,~,~,~,~,~,,MO B light intensity scan,
5980,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.45,~,~,~,~,~,,MO B light intensity scan,
5981,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.5,~,~,~,~,~,,MO B light intensity scan,
5982,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.55,~,~,~,~,~,,MO B light intensity scan,
5983,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.6,~,~,~,~,~,,MO B light intensity scan,
5984,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.65,~,~,~,~,~,,MO B light intensity scan,
5985,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.7,~,~,~,~,~,,MO B light intensity scan,
5986,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.75,~,~,~,~,~,,MO B light intensity scan,
5987,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.8,~,~,~,~,~,,MO B light intensity scan,
5988,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.85,~,~,~,~,~,,MO B light intensity scan,
5989,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.9,~,~,~,~,~,,MO B light intensity scan,
5990,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-5.95,~,~,~,~,~,,MO B light intensity scan,
5991,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6,~,~,~,~,~,,MO B light intensity scan,
5992,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.1,~,~,~,~,~,,MO B light intensity scan,
5993,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.2,~,~,~,~,~,,MO B light intensity scan,
5994,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.3,~,~,~,~,~,,MO B light intensity scan,
5995,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.4,~,~,~,~,~,,MO B light intensity scan,
5996,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.5,~,~,~,~,~,,MO B light intensity scan,
5997,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.6,~,~,~,~,~,,MO B light intensity scan,
5998,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.7,~,~,~,~,~,,MO B light intensity scan,
5999,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.8,~,~,~,~,~,,MO B light intensity scan,
6000,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-6.9,~,~,~,~,~,,MO B light intensity scan,
6001,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7,~,~,~,~,~,,MO B light intensity scan,
6002,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.1,~,~,~,~,~,,MO B light intensity scan,
6003,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.2,~,~,~,~,~,,MO B light intensity scan,
6004,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.3,~,~,~,~,~,,MO B light intensity scan,
6005,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.4,~,~,~,~,~,,MO B light intensity scan,
6006,MO B LED intensity scan,9/28/10,,500,ADCalib,external,~,~,~,~,~,750,5,2.00E+07,500,MO B,-7.5,~,~,~,~,~,,MO B light intensity scan,
6007,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1940,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6008,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1950,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6009,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1950,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6010,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1950,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6011,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1970,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6012,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1960,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6013,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1950,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6014,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1950,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6015,"trigger efficiency test with ACU A LED,group 1",9/28/10,60s,1960,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6016,"trigger efficiency test with ACU A LED, buffer full,group 1",9/28/10,60s,2600,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6017,"trigger efficiency test with ACU A LED, buffer full,group 1",9/28/10,60s,2670,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-8.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6018,"trigger efficiency test with ACU A LED, buffer full,group 1",9/28/10,60s,2960,ADCalib,Npmt+totalESum+external,40,35,~,~,~,750,5,2.00E+07,500,ACU A,-8.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6019,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1640,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6020,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6021,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6022,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1640,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6023,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6024,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6025,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1620,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6026,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6027,"trigger efficiency test with ACU A LED,group 2",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6028,"trigger efficiency test with ACU A LED,buffer full",9/28/10,60s,2560,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6029,"trigger efficiency test with ACU A LED,buffer full",9/28/10,60s,2620,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-8.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6030,"trigger efficiency test with ACU A LED,buffer full",9/28/10,60s,2920,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-8.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6031,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6032,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6033,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6034,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6035,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6036,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6037,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6038,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1400,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6039,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,1380,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6040,"trigger efficiency test with ACU A LED,group 3",9/28/10,60s,2080,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6041,"trigger efficiency test with ACU A LED,buffer full,group 3",9/28/10,60s,2500,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-8.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6042,"trigger efficiency test with ACU A LED,buffer full,group 3",9/28/10,60s,2820,ADCalib,Npmt+totalESum+external,50,45,~,~,~,750,5,2.00E+07,500,ACU A,-8.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6043,trigger efficiency test with ACU A LED,9/28/10,60s,?,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6044,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1014,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6045,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1014,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6046,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1040,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6047,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1020,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6048,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1020,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6049,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1030,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6050,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1030,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6051,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1030,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6052,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1020,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6053,"trigger efficiency test with ACU A LED,group 4",9/28/10,60s,1110,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6054,"trigger efficiency test with ACU A LED,buffer full, group 4",9/28/10,60s,2420,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-8.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6055,"trigger efficiency test with ACU A LED,buffer full, group 4",9/28/10,60s,2550,ADCalib,Npmt+totalESum+external,60,60,~,~,~,750,5,2.00E+07,500,ACU A,-8.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6056,"trigger efficiency test with ACU A LED,buffer full, group 4",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6057,"trigger efficiency test with ACU A LED, group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6058,"trigger efficiency test with ACU A LED, group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6059,"trigger efficiency test with ACU A LED, group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6060,"trigger efficiency test with ACU A LED, group 5",9/28/10,60s,2000,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-8.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6061,"trigger efficiency test with ACU A LED,buffer full,group 5",9/28/10,60s,2200,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-8.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6062,"trigger efficiency test with ACU A LED,group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6063,"trigger efficiency test with ACU A LED,group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6064,"trigger efficiency test with ACU A LED,group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6065,"trigger efficiency test with ACU A LED,group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6066,"trigger efficiency test with ACU A LED,group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6067,"trigger efficiency test with ACU A LED,group 5",9/28/10,60s,700,ADCalib,Npmt+totalESum+external,80,100,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6068,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,532,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6069,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6070,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6071,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6072,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6073,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6074,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,532,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6075,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6076,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6077,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6078,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6079,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6080,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6081,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6082,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.7,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6083,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-7.9,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6084,"trigger efficiency test with ACU A LED,group 6",9/28/10,60s,530,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-8.1,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6085,"trigger efficiency test with ACU A LED,buffer full,group 6",9/28/10,60s,1580,ADCalib,Npmt+totalESum+external,120,200,~,~,~,750,5,2.00E+07,500,ACU A,-8.3,0,~,~,~,~,,trigger efficiency test with ACU A LED,
6086,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,FEE threshold test with ACU A LED,
6087,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,FEE threshold test with ACU A LED,
6088,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,FEE threshold test with ACU A LED,
6089,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,FEE threshold test with ACU A LED,
6090,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1660,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,FEE threshold test with ACU A LED,
6091,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1610,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,FEE threshold test with ACU A LED,
6092,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.4,0,~,~,~,~,,FEE threshold test with ACU A LED,
6093,"FEE threhould test wit hACU A LED,group 1",9/28/10,60s,?,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.5,0,~,~,~,~,,FEE threshold test with ACU A LED,
6094,"FEE threhould test wit hACU A LED, group 2",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-6.8,0,~,~,~,~,,FEE threshold test with ACU A LED,
6095,"FEE threhould test wit hACU A LED, group 2",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-6.9,0,~,~,~,~,,FEE threshold test with ACU A LED,
6096,"FEE threhould test wit hACU A LED, group 2",9/28/10,60s,1630,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7,0,~,~,~,~,,FEE threshold test with ACU A LED,
6097,"FEE threhould test wit hACU A LED, group 2",9/28/10,60s,1620,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.1,0,~,~,~,~,,FEE threshold test with ACU A LED,
6098,"FEE threhould test wit hACU A LED, group 2",9/28/10,60s,1620,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.2,0,~,~,~,~,,FEE threshold test with ACU A LED,
6099,"FEE threhould test wit hACU A LED, group 2",9/28/10,60s,1650,ADCalib,Npmt+totalESum+external,45,40,~,~,~,750,5,2.00E+07,500,ACU A,-7.3,0,~,~,~,~,,FEE threshold test with ACU A LED,
